"","ID","Status","Name","Locus.Tag","NCBI.Acc..","Paralog..","Expr.Sig","SeqType"
"1124","F5BTJ3O02GV7C9",3,"PREDICTED: Amyelois transitella uncharacterized protein K02A2.6-like (LOC106136522), transcript variant X1, mRNA","LOC106136522","XM_013337093",5,"X10","SINGLETON"
"1125","F5BTJ3O01DPNIG",2,"Anopheles gambiae str. PEST AGAP012376-PA (AgaP_AGAP012376) mRNA, complete cds","AgaP_AGAP012376","XM_001238261",0,"010","SINGLETON"
"1126","F5BTJ3O01C6GOG",2,"Aedes aegypti AAEL007365-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001652658",0,"101","SINGLETON"
"1127","F5BTJ3O02IMJKD",2,"Aedes aegypti AAEL003572-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001663888",0,"010","SINGLETON"
"1128","F5BTJ3O01C0SSS",2,"Anopheles gambiae str. PEST AGAP007413-PA (AgaP_AGAP007413) mRNA, complete cds","AgaP_AGAP007413","XM_564818",0,"X10","SINGLETON"
"1129","F5BTJ3O01CLGQ2",2,"Aedes aegypti AAEL006621-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001652074",0,"010","SINGLETON"
"1130","F5BTJ3O01BL2YV",3,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001845084",1,"X10","SINGLETON"
"1131","F5BTJ3O02H034I",3,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001845084",3,"010","SINGLETON"
"1132","F5BTJ3O01C59JS",2,"Anopheles gambiae str. PEST AGAP012145-PA (AgaP_AGAP012145) mRNA, complete cds","AgaP_AGAP012145","XM_320383",0,"010","SINGLETON"
"1133","F5BTJ3O01EFOBF",2,"Aedes aegypti AAEL006909-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001658026",0,"010","SINGLETON"
"1134","F5BTJ3O01AVV5C",2,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001841673",0,"010","SINGLETON"
"1135","F5BTJ3O01EMTOU",2,"Culex quinquefasciatus tRNA pseudouridine synthase D, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001841647",0,"010","SINGLETON"
"1136","F5BTJ3O01EXLKL",2,"Aedes aegypti AAEL003897-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001664219",0,"X10","SINGLETON"
"1137","F5BTJ3O01C59BY",2,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001865512",0,"010","SINGLETON"
"1138","F5BTJ3O01B56WG",2,"Culex quinquefasciatus hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001861709",0,"001","SINGLETON"
"1139","F5BTJ3O01DGITJ",2,"Culex quinquefasciatus cathepsin B, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001865987",0,"001","SINGLETON"
"1140","F5BTJ3O01BYNLQ",2,"PREDICTED: Fopius arisanus uncharacterized LOC105264969 (LOC105264969), mRNA","LOC105264969","XM_011302210",0,"X10","SINGLETON"
"1141","F5BTJ3O01AE0BV",3,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001845387",1,"X10","SINGLETON"
"1142","F5BTJ3O01AUQFT",3,"Aedes aegypti AAEL013487-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001663624",1,"X10","SINGLETON"
"1143","F5BTJ3O02IIW8P",3,"Aedes aegypti AAEL000712-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001650207",2,"X10","SINGLETON"
"1144","F5BTJ3O01AKV8P",2,"Aedes aegypti AAEL000764-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001650962",0,"X10","SINGLETON"
"1145","F5BTJ3O01BE5QX",2,"Aedes aegypti AAEL012486-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001662568",0,"101","SINGLETON"
"1146","F5BTJ3O01BWHSJ",2,"PREDICTED: Bactrocera dorsalis inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase (LOC105222966), mRNA","LOC105222966","XM_011200544",0,"010","SINGLETON"
"1147","F5BTJ3O01CHGHJ",2,"Aedes aegypti AAEL011734-RA (TOLL9B), partial mRNA","TOLL9B","XM_001661828",0,"X01","SINGLETON"
"1148","F5BTJ3O01DHLV6",2,"Aedes aegypti AAEL005342-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001650725",0,"X01","SINGLETON"
"1149","F5BTJ3O01CBULK",2,"Aedes aegypti AAEL004301-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001648783",0,"010","SINGLETON"
"1150","F5BTJ3O01CRGJJ",2,"Aedes aegypti AAEL009382-RA (NO66_AEDAE), partial mRNA","NO66_AEDAE","XM_001653758",0,"X10","SINGLETON"
"1151","F5BTJ3O01D6TXU",2,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001842440",0,"010","SINGLETON"
"1152","F5BTJ3O01CP9NN",2,"Aedes aegypti AAEL002140-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001654801",0,"010","SINGLETON"
"1153","F5BTJ3O01BW4YQ",2,"Aedes aegypti AAEL012303-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001662347",0,"010","SINGLETON"
"1154","F5BTJ3O02HS7PB",2,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001842991",0,"011","SINGLETON"
"1155","F5BTJ3O01BIU7H",2,"Aedes aegypti AAEL006107-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001657372",0,"010","SINGLETON"
"1156","F5BTJ3O02HBQKP",3,"Culex quinquefasciatus predicted protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001866982",1,"X10","SINGLETON"
"1157","F5BTJ3O01CWMC5",2,"Culex quinquefasciatus transmembrane protease, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001865228",0,"X01","SINGLETON"
"1158","F5BTJ3O01A0EJB",2,"Aedes aegypti AAEL008472-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001659220",0,"010","SINGLETON"
"1159","F5BTJ3O01B1M2V",2,"Aedes aegypti AAEL010904-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001661090",0,"010","SINGLETON"
"1160","F5BTJ3O01AHSWT",3,"Aedes aegypti AAEL009347-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001659934",1,"X10","SINGLETON"
"1161","F5BTJ3O01A0JKF",3,"Culex quinquefasciatus carboxylesterase 3, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001848816",2,"101","SINGLETON"
"1162","F5BTJ3O01CQE68",2,"PREDICTED: Diaphorina citri uncharacterized LOC103517057 (LOC103517057), partial mRNA","LOC103517057","XM_008482066",0,"010","SINGLETON"
"1163","F5BTJ3O01AXN4N",2,"PREDICTED: Cimex lectularius polyubiquitin-C (LOC106668099), transcript variant X6, mRNA","LOC106668099","XM_014396546",0,"010","SINGLETON"
"1164","F5BTJ3O01C6H18",2,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001850733",0,"010","SINGLETON"
"1165","F5BTJ3O01EHI5I",2,"Culex quinquefasciatus f-box/lrr protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001861574",0,"X10","SINGLETON"
"1166","F5BTJ3O01B4UI2",2,"Culex quinquefasciatus checkpoint protein HUS1, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001870004",0,"010","SINGLETON"
"1167","F5BTJ3O02FY1M0",2,"Aedes aegypti AAEL006228-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001651786",0,"010","SINGLETON"
"1168","F5BTJ3O01EHFFU",2,"Aedes aegypti AAEL015072-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001647774",0,"010","SINGLETON"
"1169","F5BTJ3O01C1FQ2",2,"PREDICTED: Bactrocera dorsalis uncharacterized LOC105233048 (LOC105233048), mRNA","LOC105233048","XM_011214995",0,"010","SINGLETON"
"1170","F5BTJ3O02FVLGE",2,"Aedes aegypti AAEL011779-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001661850",0,"X10","SINGLETON"
"1171","F5BTJ3O01BXZZ7",2,"Aedes aegypti AAEL008692-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001659374",0,"010","SINGLETON"
"1172","F5BTJ3O01BJT8Z",2,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001869717",0,"010","SINGLETON"
"1173","F5BTJ3O02J6FMF",2,"PREDICTED: Solenopsis invicta uncharacterized LOC105204200 (LOC105204200), partial mRNA","LOC105204200","XM_011173256",0,"010","SINGLETON"
"1174","F5BTJ3O01C3VBA",3,"Aedes aegypti AAEL017772-RA other","EMPTY! (see log file 'output/1450736707.log' for details)","XR_912402",1,"010","SINGLETON"
"1175","F5BTJ3O01E0TG3",2,"Aedes aegypti AAEL002904-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001662619",0,"X10","SINGLETON"
"1176","F5BTJ3O01B2A1G",2,"PREDICTED: Linepithema humile uncharacterized LOC105668085 (LOC105668085), mRNA","LOC105668085","XM_012360268",0,"X10","SINGLETON"
"1177","F5BTJ3O01EQWEG",2,"Aedes aegypti AAEL002371-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001655083",0,"010","SINGLETON"
"1178","F5BTJ3O01A5FQL",2,"PREDICTED: Orussus abietinus uncharacterized LOC105699754 (LOC105699754), mRNA","LOC105699754","XM_012425008",0,"010","SINGLETON"
"1179","F5BTJ3O01AEUV1",2,"Anopheles gambiae str. PEST AGAP004873-PA (AgaP_AGAP004873) mRNA, complete cds","AgaP_AGAP004873","XM_314313",0,"011","SINGLETON"
"1180","F5BTJ3O01EHKF2",2,"Aedes aegypti AAEL014235-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001648204",0,"010","SINGLETON"
"1181","F5BTJ3O01CAGJI",2,"PREDICTED: Diaphorina citri piggyBac transposable element-derived protein 2-like (LOC103518106), mRNA","LOC103518106","XM_008483162",0,"010","SINGLETON"
"1182","F5BTJ3O01EI7Y7",2,"Drosophila yakuba GE15884 (Dyak\GE15884), partial mRNA","Dyak\GE15884","XM_002100918",0,"X01","SINGLETON"
"1183","F5BTJ3O01AX5HJ",2,"Culex quinquefasciatus nuclear RNA export factor 2, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001862968",0,"X10","SINGLETON"
"1184","F5BTJ3O01CA5TV",2,"Aedes aegypti AAEL014938-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001649981",0,"100","SINGLETON"
"1185","F5BTJ3O01B0I9J",2,"Culex quinquefasciatus sugar transporter, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001846167",0,"101","SINGLETON"
"1186","F5BTJ3O02ICMT0",2,"Culex quinquefasciatus oxidoreductase, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001846315",0,"X10","SINGLETON"
"1187","F5BTJ3O01E1FY8",3,"Aedes aegypti AAEL010198-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001660622",1,"X10","SINGLETON"
"1188","F5BTJ3O01CBAQL",2,"Aedes aegypti AAEL009632-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001660233",0,"X01","SINGLETON"
"1189","F5BTJ3O01D6GZQ",2,"Anopheles gambiae str. PEST AGAP001799-PA (AgaP_AGAP001799) mRNA, complete cds","AgaP_AGAP001799","XM_321262",0,"X01","SINGLETON"
"1190","F5BTJ3O01A1QDY",2,"Aedes aegypti AAEL001345-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001653002",0,"010","SINGLETON"
"1191","F5BTJ3O01CESY9",2,"Aedes aegypti AAEL000963-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001657424",0,"010","SINGLETON"
"1192","F5BTJ3O01CVU3L",2,"Anopheles gambiae str. PEST AGAP003010-PA (AgaP_AGAP003010) mRNA, complete cds","AgaP_AGAP003010","XM_311868",0,"101","SINGLETON"
"1193","F5BTJ3O02HT4N5",3,"PREDICTED: Wasmannia auropunctata uncharacterized LOC105449455 (LOC105449455), mRNA","LOC105449455","XM_011688708",4,"101","SINGLETON"
"1194","F5BTJ3O01BF7LD",3,"PREDICTED: Crassostrea gigas uncharacterized LOC105338411 (LOC105338411), mRNA","LOC105338411","XM_011443519",1,"101","SINGLETON"
"1195","F5BTJ3O02IZHDD",2,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001843086",0,"X10","SINGLETON"
"1196","F5BTJ3O01BGPBM",2,"Culex quinquefasciatus sugar transporter, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001862905",0,"010","SINGLETON"
"1197","F5BTJ3O01CRYFL",2,"Culex quinquefasciatus LD06566p, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001846596",0,"010","SINGLETON"
"1198","F5BTJ3O01D8ITU",2,"Anopheles gambiae str. PEST AGAP013291-PA (AgaP_AGAP013291) mRNA, complete cds","AgaP_AGAP013291","XM_003435693",0,"010","SINGLETON"
"1199","F5BTJ3O02GXIUL",2,"Aedes aegypti AAEL011433-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001661607",0,"010","SINGLETON"
"1200","F5BTJ3O01A2D2K",2,"Culex quinquefasciatus torsin a, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001863090",0,"010","SINGLETON"
"1201","F5BTJ3O02I9289",3,"Anopheles gambiae str. PEST AGAP005034-PA (GPRMGL5) mRNA, complete cds","GPRMGL5","XM_313901",1,"101","SINGLETON"
"1202","F5BTJ3O02FJV80",3,"Culex quinquefasciatus cytochrome P450 6a22, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001861680",1,"110","SINGLETON"
"1203","F5BTJ3O02HU2JI",3,"Culex quinquefasciatus cytochrome P450 6a22, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001861680",2,"X10","SINGLETON"
"1204","F5BTJ3O01AGK0V",2,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001869473",0,"X01","SINGLETON"
"1205","F5BTJ3O02JHJOT",2,"PREDICTED: Acyrthosiphon pisum zinc finger protein OZF-like (LOC100569042), transcript variant X1, mRNA","LOC100569042","XM_008184028",0,"010","SINGLETON"
"1206","F5BTJ3O01C9OHF",2,"PREDICTED: Musca domestica dynactin subunit 5 (LOC101894616), mRNA","LOC101894616","XM_005189289",0,"010","SINGLETON"
"1207","F5BTJ3O02H4HN2",3,"Culex quinquefasciatus f-box/leucine rich repeat protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001844185",1,"010","SINGLETON"
"1208","F5BTJ3O01B5SCT",2,"PREDICTED: Musca domestica protein gustavus (LOC101896317), mRNA","LOC101896317","XM_011292239",0,"101","SINGLETON"
"1209","F5BTJ3O01AS4RE",2,"Anopheles gambiae str. PEST AGAP003026-PA (AgaP_AGAP003026) mRNA, complete cds","AgaP_AGAP003026","XM_311850",0,"101","SINGLETON"
"1210","F5BTJ3O01EODXO",3,"Aedes aegypti AAEL017220-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_011494835",1,"101","SINGLETON"
"1211","F5BTJ3O01BK1WI",2,"Aedes aegypti AAEL011913-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001662027",0,"010","SINGLETON"
"1212","F5BTJ3O01A92WP",3,"Aedes aegypti AAEL013109-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001656304",1,"010","SINGLETON"
"1213","F5BTJ3O01EK6QI",2,"Aedes aegypti AAEL003726-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001664029",0,"X10","SINGLETON"
"1214","F5BTJ3O02JNEV1",2,"Aedes aegypti AAEL008273-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001659046",0,"X01","SINGLETON"
"1215","F5BTJ3O02FMVM7",3,"Aedes aegypti AAEL013470-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001663611",1,"010","SINGLETON"
"1216","F5BTJ3O02HNQQX",2,"Aedes aegypti AAEL001298-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001652965",0,"101","SINGLETON"
"1217","F5BTJ3O01DDWGJ",2,"Culex quinquefasciatus huntingtin-interacting protein HYPK, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001849342",0,"010","SINGLETON"
"1218","F5BTJ3O02I6WXV",3,"Aedes aegypti AAEL011083-RA (AAEL801160), partial mRNA","AAEL801160","XM_001661352",1,"X10","SINGLETON"
"1219","F5BTJ3O01CUBMM",2,"Aedes aegypti AAEL008169-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001658930",0,"010","SINGLETON"
"1220","F5BTJ3O01BR3GR",2,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001868020",0,"X10","SINGLETON"
"1221","F5BTJ3O01BU5Y9",2,"Aedes aegypti AAEL002260-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001661105",0,"010","SINGLETON"
"1222","F5BTJ3O01CJ79E",3,"Aedes aegypti AAEL002260-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001661105",1,"X10","SINGLETON"
"1223","F5BTJ3O02GSH5X",2,"Aedes aegypti AAEL004578-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001649322",0,"X10","SINGLETON"
"1224","F5BTJ3O01CFKGP",2,"Culex quinquefasciatus wingless protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001847807",0,"X10","SINGLETON"
"1225","F5BTJ3O02FUHP1",3,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001862069",1,"010","SINGLETON"
"1226","F5BTJ3O01EWL8E",2,"Caenorhabditis briggsae Hypothetical protein CBG17156 (CBG17156) mRNA, complete cds","CBG17156","XM_002644134",0,"X01","SINGLETON"
"1227","F5BTJ3O01CUXF2",3,"Aedes aegypti AAEL010835-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001661034",1,"X10","SINGLETON"
"1228","F5BTJ3O01B63XH",2,"Aedes aegypti AAEL009397-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001659964",0,"010","SINGLETON"
"1229","F5BTJ3O01A3F6L",2,"PREDICTED: Vollenhovia emeryi uncharacterized LOC105556546 (LOC105556546), mRNA","LOC105556546","XM_012003643",0,"X10","SINGLETON"
"1230","F5BTJ3O01AUHBC",2,"Culex quinquefasciatus pentatricopeptide repeat domain 3, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001869459",0,"010","SINGLETON"
"1231","F5BTJ3O02IS4VL",2,"Aedes aegypti AAEL009622-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001653822",0,"010","SINGLETON"
"1232","F5BTJ3O01D2O1E",3,"Aedes aegypti AAEL009622-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001653822",1,"X01","SINGLETON"
"1233","F5BTJ3O02IARMS",2,"Anopheles gambiae str. PEST AGAP003538-PA (AgaP_AGAP003538) mRNA, complete cds","AgaP_AGAP003538","XM_001230916",0,"010","SINGLETON"
"1234","F5BTJ3O01CLH24",2,"Aedes aegypti AAEL012342-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001662443",0,"010","SINGLETON"
"1235","F5BTJ3O02GRXO3",2,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001850463",0,"010","SINGLETON"
"1236","F5BTJ3O02IIH1O",3,"Aedes aegypti AAEL001276-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001652850",2,"010","SINGLETON"
"1237","F5BTJ3O01CZ4UJ",2,"Aedes aegypti AAEL006318-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001651837",0,"011","SINGLETON"
"1238","F5BTJ3O01AWKDJ",2,"Aedes aegypti AAEL003921-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001647951",0,"010","SINGLETON"
"1239","F5BTJ3O01A6MIM",2,"PREDICTED: Cimex lectularius probable cytochrome c oxidase subunit 1 (LOC106673417), mRNA","LOC106673417","XM_014405523",0,"101","SINGLETON"
"1240","F5BTJ3O01DR5HK",2,"Culex quinquefasciatus thioredoxin family Trp26, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001845417",0,"010","SINGLETON"
"1241","F5BTJ3O01BD89C",2,"Aedes aegypti AAEL011577-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001661696",0,"101","SINGLETON"
"1242","F5BTJ3O01DRRWB",3,"Aedes aegypti AAEL011577-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001661696",1,"X01","SINGLETON"
"1243","F5BTJ3O01B5816",2,"Anopheles gambiae str. PEST AGAP013497-PA (AgaP_AGAP013497) mRNA, complete cds","AgaP_AGAP013497","XM_003436966",0,"010","SINGLETON"
"1244","F5BTJ3O01DPZGL",2,"Aedes aegypti AAEL006862-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001652234",0,"010","SINGLETON"
"1245","F5BTJ3O02GYRJY",3,"Culex quinquefasciatus calpain B, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001853030",2,"101","SINGLETON"
"1246","F5BTJ3O01BHEE0",2,"Aedes aegypti AAEL011542-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001655362",0,"010","SINGLETON"
"1247","F5BTJ3O01DP3LC",2,"Aedes aegypti AAEL002294-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001661184",0,"010","SINGLETON"
"1248","F5BTJ3O02IU3C4",2,"Culex quinquefasciatus DNA polymerase epsilon subunit 4, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001861362",0,"X10","SINGLETON"
"1249","F5BTJ3O01A3DP0",2,"Aedes aegypti AAEL002985-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001662867",0,"X10","SINGLETON"
"1250","F5BTJ3O01BKIFD",2,"Culex quinquefasciatus tripartite motif-containing protein 45, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001847724",0,"010","SINGLETON"
"1251","F5BTJ3O01BMPYZ",2,"Aedes aegypti AAEL001981-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001660712",0,"010","SINGLETON"
"1252","F5BTJ3O01CP6JM",2,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001846342",0,"010","SINGLETON"
"1253","F5BTJ3O01EZE6S",2,"Aedes aegypti AAEL014811-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001649590",0,"010","SINGLETON"
"1254","F5BTJ3O01CM2WP",2,"PREDICTED: Vollenhovia emeryi uncharacterized LOC105571211 (LOC105571211), mRNA","LOC105571211","XM_012028681",0,"010","SINGLETON"
"1255","F5BTJ3O01DYE0V",2,"Aedes aegypti AAEL005676-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001651186",0,"010","SINGLETON"
"1256","F5BTJ3O01BGQ80",2,"PREDICTED: Bactrocera dorsalis probable small nuclear ribonucleoprotein Sm D2 (LOC105221915), mRNA","LOC105221915","XM_011199058",0,"010","SINGLETON"
"1257","F5BTJ3O01ANNJ0",2,"Culex quinquefasciatus conserved hypothetical protein, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001863491",0,"010","SINGLETON"
"1258","F5BTJ3O01EZ1VQ",2,"Aedes aegypti AAEL001257-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001652823",0,"X01","SINGLETON"
"1259","F5BTJ3O01EIFHV",2,"Anopheles gambiae str. PEST AGAP007893-PA (AgaP_AGAP007893) mRNA, complete cds","AgaP_AGAP007893","XM_001688994",0,"010","SINGLETON"
"1260","F5BTJ3O01D7RXQ",2,"Anopheles gambiae str. PEST AGAP000500-PA (AgaP_AGAP000500) mRNA, complete cds","AgaP_AGAP000500","XM_310593",0,"X10","SINGLETON"
"1261","F5BTJ3O01BF2UC",2,"Aedes aegypti AAEL008606-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001653274",0,"010","SINGLETON"
"1262","F5BTJ3O01B4RDB",2,"PREDICTED: Papilio polytes NADH-ubiquinone oxidoreductase chain 1-like (LOC106103434), mRNA","LOC106103434","XM_013283212",0,"101","SINGLETON"
"1263","F5BTJ3O02J3ON3",3,"Aedes aegypti AAEL009110-RA partial mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001659715",2,"010","SINGLETON"
"1264","F5BTJ3O01DLR9M",2,"Aedes aegypti AAEL014561-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001648972",0,"010","SINGLETON"
"1265","F5BTJ3O01ERBP8",2,"Anopheles gambiae str. PEST AGAP007056-PA (IFA) mRNA, complete cds","IFA","XM_308708",0,"X10","SINGLETON"
"1266","F5BTJ3O01A7FE1",2,"Culex quinquefasciatus glutathione transferase I, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001844209",0,"010","SINGLETON"
"1267","F5BTJ3O02GLV3A",2,"Culex quinquefasciatus elongase, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001863757",0,"101","SINGLETON"
"1268","F5BTJ3O01AYM6N",3,"Culex quinquefasciatus elongase, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001863757",1,"X01","SINGLETON"
"1269","F5BTJ3O01EZU2N",2,"Culex quinquefasciatus translation elongation factor EF-1 alpha/Tu, mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001857796",0,"X10","SINGLETON"
"1270","F5BTJ3O01ALNUP",2,"Aedes aegypti AAEL004528-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001649275",0,"010","SINGLETON"
"1271","F5BTJ3O01C1WIX",2,"PREDICTED: Ceratitis capitata protein lap4 (LOC101450352), transcript variant X1, mRNA","LOC101450352","XM_012301283",0,"010","SINGLETON"
"1272","F5BTJ3O01EDMAM",2,"Aedes aegypti AAEL012636-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001662712",0,"X10","SINGLETON"
"1273","F5BTJ3O02GG0UN",2,"Aedes aegypti AAEL001706-RA mRNA","EMPTY! (see log file 'output/1450736707.log' for details)","XM_001653772",0,"010","SINGLETON"
